Samples	N0	N1	N2	N3	N4	N5	N6	N7	N8
PD44890_30_branch_snp	5.06947368421053e-05	0.00837945263157895	0.983750736842105	0.00101296842105263	0.00114458947368421	6.29894736842105e-05	0.0043456	0.00125237894736842	5.89473684210526e-07
PD44890_31_branch_snp	3.2e-05	0.101072252631579	0.897802610526316	0.000113263157894737	0.000324463157894737	1.35578947368421e-05	0.000534231578947368	0.0001072	4.21052631578947e-07
PD44890_32_branch_snp	2.34105263157895e-05	0.00300976842105263	0.958565642105263	6.13052631578947e-05	0.000231915789473684	9.85263157894737e-06	0.00328496842105263	0.0348131368421053	0
PD44890_33_branch_snp	0.000157052631578947	0.00885145263157895	0.963849347368421	0.000532884210526316	0.000342905263157895	0.000298610526315789	0.00118181052631579	0.0247858526315789	8.42105263157895e-08
PD44890_34_branch_snp	0.000195789473684211	0.0131886315789474	0.934553852631579	0.000554526315789474	0.000451621052631579	0.000104673684210526	0.0113835789473684	0.0395668210526316	5.05263157894737e-07
PD44890_35_branch_snp	5.58315789473684e-05	0.0510123789473684	0.944967578947368	0.000152505263157895	0.00216547368421053	3.89052631578947e-05	0.00135873684210526	0.000248252631578947	3.36842105263158e-07
PD44890_36_branch_snp	8.25263157894737e-06	0.0120820210526316	0.987292884210526	3.4021052631579e-05	0.000123452631578947	2.94736842105263e-06	0.000279663157894737	0.000176589473684211	1.68421052631579e-07
PD44890_37_branch_snp	3.93263157894737e-05	0.0139899789473684	0.981868631578947	0.000163621052631579	0.000472926315789474	1.05263157894737e-05	0.00320336842105263	0.000251536842105263	8.42105263157895e-08
PD44890_38_branch_snp	3.87368421052632e-05	0.00395402105263158	0.962284631578947	7.59578947368421e-05	0.000845557894736842	2.58526315789474e-05	0.000792	0.0319814736842105	1.76842105263158e-06
PD44890_39_branch_snp	2.76210526315789e-05	0.0133759157894737	0.938454989473684	9.30526315789474e-05	0.000289263157894737	1.53263157894737e-05	0.000924884210526316	0.0468187789473684	1.68421052631579e-07
PD44890_3_branch_snp	0.000101557894736842	0.0237778526315789	0.97110787368421	0.000112842105263158	0.00234231578947368	1.32210526315789e-05	0.000741389473684211	0.00180286315789474	8.42105263157895e-08
PD44890_40_branch_snp	9.27157894736842e-05	0.00565818947368421	0.945106105263158	0.000100042105263158	0.00059738947368421	4.82526315789474e-05	0.000887915789473684	0.0475093052631579	8.42105263157895e-08
PD44890_41_branch_snp	1.31368421052632e-05	0.0105199157894737	0.988887831578947	4.22736842105263e-05	0.000122526315789474	2.35789473684211e-06	0.000305010526315789	0.000106947368421053	0
PD44890_42_branch_snp	3.95789473684211e-05	0.0200733473684211	0.979038315789474	4.76631578947368e-05	0.000312421052631579	6.23157894736842e-06	0.000331789473684211	0.000150652631578947	0
PD44890_43_branch_snp	3.16631578947368e-05	0.0135406315789474	0.943430315789474	0.000288673684210526	0.000245221052631579	2.62736842105263e-05	0.00144724210526316	0.0409899789473684	0
PD44890_44_branch_snp	3.25052631578947e-05	0.00289263157894737	0.9949504	9.13684210526316e-05	0.000145852631578947	2.46736842105263e-05	0.00144682105263158	0.000415747368421053	0
PD44890_45_branch_snp	0.000310063157894737	0.00791654736842105	0.986069810526316	0.000258105263157895	0.00203284210526316	0.000192252631578947	0.00261962105263158	0.000600757894736842	0
PD44890_46_branch_snp	1.30526315789474e-05	0.00499696842105263	0.978268968421053	6.80421052631579e-05	0.000522021052631579	3.36842105263158e-06	0.000420715789473684	0.0157066947368421	1.68421052631579e-07
PD44890_47_branch_snp	0.000132378947368421	0.221373557894737	0.760329768421053	0.000143157894736842	0.00320909473684211	1.48210526315789e-05	0.00294206315789474	0.0118550736842105	8.42105263157895e-08
PD44890_48_branch_snp	5.05263157894737e-05	0.0511285052631579	0.941789389473684	0.000244210526315789	0.000343663157894737	1.30526315789474e-05	0.00162821052631579	0.00480235789473684	8.42105263157895e-08
PD44890_49_branch_snp	7.02315789473684e-05	0.00479435789473684	0.969433347368421	0.000112168421052632	0.000395115789473684	2.86315789473684e-05	0.000819621052631579	0.0243464421052632	8.42105263157895e-08
PD44890_4_branch_snp	6.23157894736842e-05	0.00686989473684211	0.982962357894737	0.000830147368421053	0.000275284210526316	2.69473684210526e-05	0.0084912	0.000481768421052632	8.42105263157895e-08
PD44890_53_branch_snp	7.10108604845447e-05	0.0148713450292398	0.834482038429407	0.000805346700083542	0.000677527151211362	4.51127819548872e-05	0.148060985797828	0.000986633249791145	0
PD44890_55_branch_snp	5.01052631578947e-05	0.0507636210526316	0.895318231578947	0.000131536842105263	0.00529945263157895	9.01052631578947e-06	0.00129549473684211	0.0471319578947368	5.89473684210526e-07
PD44890_56_branch_snp	0.000154778947368421	0.00412530526315789	0.988687242105263	0.00176261052631579	0.000715705263157895	3.49473684210526e-05	0.00424362105263158	0.000275284210526316	5.05263157894737e-07
PD44890_58_branch_snp	0.00112681704260652	0.0257764411027569	0.827584962406015	0.00231779448621554	0.00314185463659148	0.00151979949874687	0.136459147869674	0.00207117794486216	2.00501253132832e-06
PD44890_59_branch_snp	8.28300258843831e-05	0.0199672131147541	0.755939603106126	0.0255323554788611	0.00115789473684211	1.03537532355479e-05	0.195081967213115	0.00222778257118205	0
PD44890_5_branch_snp	2.72e-05	0.0154553263157895	0.949721178947368	0.000113431578947368	0.000245136842105263	1.36421052631579e-05	0.00143082105263158	0.0329932631578947	0
PD44890_65_branch_snp	5.56313062448868e-05	0.0644286883010635	0.742079083719662	0.000479956367602945	0.00195800381783474	4.58140169075539e-05	0.188388328333788	0.00256449413689665	0
PD44890_67_branch_snp	2.95578947368421e-05	0.00554922105263158	0.931404631578947	5.89473684210526e-05	0.000126315789473684	9.26315789473684e-06	0.000619115789473684	0.0622029473684211	0
PD44890_69_branch_snp	6.97197539302803e-05	0.019177033492823	0.715835953520164	0.00283116883116883	0.00048257006151743	2.4606971975393e-05	0.260877648667122	0.000699931647300068	1.36705399863295e-06
PD44890_6_branch_snp	4.81684210526316e-05	0.00259764210526316	0.961421136842105	0.000180547368421053	0.000704168421052632	1.47368421052632e-05	0.000783073684210526	0.0342490947368421	1.43157894736842e-06
PD44890_70_branch_snp	0.000124210526315789	0.0835891368421053	0.879276463157895	0.000284126315789474	0.00447755789473684	3.20842105263158e-05	0.00429170526315789	0.0279245473684211	1.68421052631579e-07
PD44890_71_branch_snp	4.05052631578947e-05	0.175925978947368	0.757627621052632	0.000442778947368421	0.0593859368421053	2.66947368421053e-05	0.00613692631578947	0.000410526315789474	3.03157894736842e-06
PD44890_72_branch_snp	0.000276864543193015	0.228081166772353	0.726404955855812	0.0070716550412175	0.0245898248865909	0.000126823081800888	0.0117166967465002	0.00173123262279889	7.80449734159309e-07
PD44890_73_branch_snp	0.000149578840066527	0.209626374805515	0.634291217339986	0.00104372552175546	0.152200332635871	6.33081173882719e-05	0.00122173936369977	0.00140179194162777	1.93143408981169e-06
PD44890_75_branch_snp	7.75578947368421e-05	0.00966677894736842	0.900094147368421	0.000892378947368421	0.000445642105263158	5.92842105263158e-05	0.00642290526315789	0.0823402105263158	1.09473684210526e-06
PD44890_76_branch_snp	0.000245614035087719	0.0403313840155945	0.678333333333333	0.0018401559454191	0.000906432748538012	7.21247563352826e-05	0.276341130604288	0.00192787524366472	1.94931773879142e-06
PD44890_77_branch_snp	0.000231032125768968	0.0221066302118934	0.674457963089542	0.00155160628844839	0.00126862611073137	3.82775119617225e-05	0.299286397812714	0.00105946684894053	0
PD44890_7_branch_snp	0.000154189473684211	0.0052421052631579	0.948939284210526	0.00240673684210526	0.000228126315789474	0.000147031578947368	0.0168505263157895	0.026032	0
PD44890_84_branch_snp	6.79578947368421e-05	0.0187781052631579	0.901067621052632	0.000183915789473684	0.000317642105263158	1.77684210526316e-05	0.00156421052631579	0.0780026947368421	8.42105263157895e-08
PD44890_85_branch_snp	2.95578947368421e-05	0.00732345263157895	0.856353515789474	0.000121010526315789	0.000172884210526316	1.26315789473684e-05	0.000856757894736842	0.1351296	5.89473684210526e-07
PD44890_86_branch_snp	6.10526315789474e-05	0.0165064421052632	0.972292126315789	0.000960589473684211	0.000714863157894737	0.000105347368421053	0.0052976	0.00406197894736842	0
PD44890_89_branch_snp	6.37693819611269e-05	0.0137925311203319	0.760547717842324	0.000476086481764577	0.00122559510810221	1.74710635509937e-05	0.22334745577637	0.000529373225595108	0
PD44890_8_branch_snp	2.37473684210526e-05	0.00647435789473684	0.97573532631579	0.000211115789473684	0.000459621052631579	8.16842105263158e-06	0.00128151578947368	0.0158053894736842	7.57894736842105e-07
PD44890_91_branch_snp	0.000558704453441296	0.0137341430499325	0.764125506072874	0.00207152496626181	0.0017085020242915	0.000651821862348178	0.202696356275304	0.0144534412955466	0
PD44890_92_branch_snp	4.16842105263158e-05	0.00970821052631579	0.952600842105263	0.000260042105263158	0.000544336842105263	2.24e-05	0.000983242105263158	0.0358383157894737	9.26315789473684e-07
PD44890_94_branch_snp	0.000240673684210526	0.0174071578947368	0.895557305263158	0.000278231578947368	0.000877389473684211	5.10315789473684e-05	0.00147974736842105	0.0841082105263158	2.52631578947368e-07
PD44890_95_branch_snp	0.000163071613459879	0.0110327868852459	0.782210526315789	0.000451251078515962	0.00178515962036238	0.000182916307161346	0.203675582398619	0.000498705780845557	0
PD44890_97_branch_snp	0.000613533834586466	0.0524992481203008	0.90931328320802	0.00112481203007519	0.00435889724310777	0.000222556390977444	0.0174115288220551	0.0144561403508772	0
PD44890_9_branch_snp	0.000459452631578947	0.00669886315789474	0.942825263157895	0.00702829473684211	0.00151107368421053	7.22526315789474e-05	0.00514357894736842	0.0362594526315789	1.76842105263158e-06
PD44891_10_branch_snp	0.000729431578947368	0.183659115789474	0.0178965052631579	0.693982989473684	0.042994947368421	0.0488609684210526	0.00722997894736842	0.00464244210526316	3.62105263157895e-06
PD44891_11_branch_snp	0.0113690105263158	0.144226273684211	0.057032	0.688013894736842	0.0619431578947368	0.0166501052631579	0.0152525473684211	0.00550829473684211	4.71578947368421e-06
PD44891_12_branch_snp	0.0087429052631579	0.2130176	0.0386775578947368	0.668148126315789	0.0454631578947368	0.0112183578947368	0.0114122947368421	0.00331023157894737	9.76842105263158e-06
PD44891_13_branch_snp	0.00123898947368421	0.145009768421053	0.0513853473684211	0.64697187368421	0.0750693052631579	0.0669749052631579	0.00375713684210526	0.00957734736842105	1.53263157894737e-05
PD44891_14_branch_snp	0.000645305263157895	0.319859368421053	0.0696634947368421	0.553119831578947	0.0316647578947368	0.00952463157894737	0.0142297263157895	0.00129237894736842	5.05263157894737e-07
PD44891_1_branch_snp	0.00187865263157895	0.125896589473684	0.0205955368421053	0.726534821052632	0.0474513684210526	0.0695530105263158	0.00399233684210526	0.00409296842105263	4.71578947368421e-06
PD44891_21_branch_snp	0.00096140350877193	0.309445614035088	0.0651649122807018	0.585217153996101	0.0108678362573099	0.00635165692007797	0.0209988304093567	0.000987134502923977	5.45808966861598e-06
PD44891_24_branch_snp	0.00105978947368421	0.237134231578947	0.0476794105263158	0.607367410526316	0.0433227789473684	0.0335825684210526	0.0280815157894737	0.00176985263157895	2.44210526315789e-06
PD44891_2_branch_snp	0.00185802105263158	0.149331031578947	0.0173829052631579	0.752163957894737	0.0477531789473684	0.00972564210526316	0.0155888842105263	0.00619115789473684	5.22105263157895e-06
PD44891_3_branch_snp	0.00457162105263158	0.100759915789474	0.0109916631578947	0.764590231578947	0.0584371368421053	0.0326747789473684	0.00865642105263158	0.0193161263157895	2.10526315789474e-06
PD44891_4_branch_snp	0.00136134736842105	0.134036378947368	0.0471463578947368	0.731259368421053	0.0564954947368421	0.0167746526315789	0.00583006315789474	0.00709263157894737	3.70526315789474e-06
PD44891_5_branch_snp	0.00185381052631579	0.132003452631579	0.0537191578947368	0.7086176	0.0427581473684211	0.0447348210526316	0.00427376842105263	0.0119574736842105	8.17684210526316e-05
PD44891_6_branch_snp	0.000650273684210526	0.154287073684211	0.0294986105263158	0.731229978947368	0.0574539789473684	0.0102804210526316	0.0128349473684211	0.00376185263157895	2.86315789473684e-06
PD44891_7_branch_snp	0.00582206315789474	0.132174315789474	0.0404043789473684	0.671183242105263	0.0495883789473684	0.0768709052631579	0.00755157894736842	0.0164029473684211	2.18947368421053e-06
PD44891_8_branch_snp	0.0169588301165931	0.0613846255187405	0.0181403069626507	0.684965680785192	0.0680115934391674	0.131136815756538	0.014981885251301	0.00427745207825571	0.000142810091561821
PD44891_9_branch_snp	0.0026063877642825	0.106787449392713	0.0257154745838956	0.667299370220423	0.0621828609986505	0.0920960413855151	0.00609694107062528	0.0372098515519568	5.62303193882141e-06
PD50743_10_branch_snp	0.001056	0.621435452631579	0.000158568421052632	0.372647242105263	0.0002592	0.00432058947368421	8.54736842105263e-05	1.92842105263158e-05	1.81894736842105e-05
PD50743_11_branch_snp	0.00351558507920286	0.541172202350537	0.000280020439448135	0.327661216147164	0.00117731221257026	0.124489013796627	0.00139294839039346	0.000302503832396525	9.19775166070516e-06
PD50743_1_branch_snp	0.000316378947368421	0.625510063157895	0.000271073684210526	0.362367410526316	0.000946189473684211	0.0101805473684211	0.000349221052631579	2.24e-05	3.67157894736842e-05
PD50743_2_branch_snp	0.000278905263157895	0.568197052631579	6.60210526315789e-05	0.369471747368421	0.000310231578947368	0.0614314105263158	0.000223915789473684	9.34736842105263e-06	1.13684210526316e-05
PD50743_3_branch_snp	0.000560505263157895	0.600008084210526	0.000113936842105263	0.345854231578947	0.00222635789473684	0.0509818947368421	0.000188547368421053	3.26736842105263e-05	3.37684210526316e-05
PD50743_4_branch_snp	0.000189978947368421	0.553620042105263	0.000139873684210526	0.393645978947368	0.000353431578947368	0.0516666105263158	0.000310063157894737	3.23368421052632e-05	4.16842105263158e-05
PD50743_5_branch_snp	0.000279242105263158	0.677984757894737	9.87789473684211e-05	0.314950989473684	0.000231494736842105	0.00621743157894737	0.000189136842105263	2.92210526315789e-05	1.89473684210526e-05
PD50743_6_branch_snp	0.00124564210526316	0.651670484210526	0.000154526315789474	0.316418526315789	0.00062778947368421	0.0288794947368421	0.000176589473684211	2.62736842105263e-05	0.000800673684210526
PD50743_7_branch_snp	0.000887494736842105	0.608791663157895	0.000174568421052632	0.342796547368421	0.000252210526315789	0.0469441684210526	0.000128757894736842	1.02736842105263e-05	1.43157894736842e-05
PD50744_12_branch_snp	0.00287272123526482	0.0877823011788145	0.00822115224970945	0.82145654989208	0.0724934418064088	0.00686289224638884	0.000225402623277437	8.31479329237921e-05	2.39083513199402e-06
PD50744_15_branch_snp	0.101801178947368	0.105090021052632	0.0057584	0.768522021052632	0.0175655578947368	0.00118770526315789	6.02105263157895e-05	1.23789473684211e-05	2.52631578947368e-06
PD50744_16_branch_snp	0.00454400524131906	0.273297881633544	0.0224662590085171	0.628708014850404	0.0693485477178423	0.00119087136929461	0.000402271238261629	3.3195020746888e-05	8.95392006988425e-06
PD50744_17_branch_snp	0.00238853074184547	0.202033868950255	0.0101735783700568	0.701670932358318	0.0809252381410565	0.0022345809679592	0.000374867699413066	6.9662272683537e-05	0.000128740498412393
PD50744_1_branch_snp	0.0193627789473684	0.0998780631578947	0.0244843789473684	0.766067115789474	0.0584954947368421	0.0314685473684211	0.000194357894736842	4.65684210526316e-05	2.69473684210526e-06
PD50744_2_branch_snp	0.00518416842105263	0.187609094736842	0.0267641263157895	0.738782147368421	0.038881852631579	0.00266955789473684	3.32631578947368e-05	5.72631578947368e-05	1.85263157894737e-05
PD50744_3_branch_snp	0.00922778947368421	0.110860547368421	0.023872	0.797680421052632	0.0555155368421053	0.00232774736842105	0.000464252631578947	4.64e-05	5.30526315789474e-06
PD50744_4_branch_snp	0.0115992421052632	0.143547284210526	0.0334204631578947	0.746752168421053	0.0610640842105263	0.00329667368421053	0.000261052631578947	4.51368421052632e-05	1.38947368421053e-05
PD50744_5_branch_snp	0.0365560421052632	0.228014484210526	0.0277221894736842	0.580681936842105	0.0754453894736842	0.0508704	7.77263157894737e-05	0.000629052631578947	2.77894736842105e-06
PD50744_6_branch_snp	0.00453577981651376	0.0999787542250121	0.0245386769676485	0.761469435055529	0.101554031868662	0.00708797682279092	0.000604538870111057	0.000219410912602607	1.13954611298889e-05
PD50744_7_branch_snp	0.00433165104542177	0.088057678442682	0.0228143875670912	0.787255948089402	0.0644152847873107	0.0328292878314508	0.000231675078106224	5.47945205479452e-05	9.29263798766322e-06
PD50744_8_branch_snp	0.0329251257349295	0.112398951618616	0.0114692923425657	0.716267478926117	0.107227314585252	0.0192647162994971	0.000265778848197209	0.000178508181624991	2.83346320039668e-06
PD50744_9_branch_snp	0.00459675004159503	0.105798236370695	0.0110605069047751	0.759819643946537	0.113025345238755	0.00536276412844545	0.000165049082136321	0.000164383561643836	7.32072541733681e-06
PD50745_10_branch_snp	0.00853185595567867	0.566668144044321	0.000766759002770083	0.388156232686981	0.0260487534626039	0.00488864265927978	0.00485872576177285	2.8808864265928e-05	5.20775623268698e-05
PD50745_13_branch_snp	0.0311532631578947	0.6538608	0.00125793684210526	0.205129684210526	0.0098789052631579	0.0981325473684211	0.000545094736842105	2.50105263157895e-05	1.67578947368421e-05
PD50745_16_branch_snp	0.00733958183129056	0.354648882480173	0.00159625090122567	0.413443403028118	0.0087916366258111	0.007267483777938	0.206702235039654	4.03749098774333e-05	0.00017015140591204
PD50745_17_branch_snp	0.00400488421052632	0.646478231578947	0.000613221052631579	0.343028968421053	0.00195132631578947	0.00318888421052632	0.000710905263157895	2.08842105263158e-05	2.69473684210526e-06
PD50745_18_branch_snp	0.0011406806489909	0.696616343490305	0.000353779184804116	0.295926988523941	0.00203591214879304	0.00234022556390977	0.00156865848832608	1.10803324099723e-05	6.33161851998417e-06
PD50745_19_branch_snp	0.00122174135604263	0.549916608497371	0.000323886639676113	0.44213811717623	0.00222402159244264	0.00321038670947927	0.000905951882358416	1.49844106286937e-05	4.43017357717902e-05
PD50745_21_branch_snp	0.199973181361046	0.310114984914516	0.000768018773047268	0.193213208179685	0.00169577606436473	0.287332551123031	0.00675511230305062	0.000140965471002347	6.2018102581294e-06
PD50745_22_branch_snp	0.266047032474804	0.520906494960806	0.000398656215005599	0.0860795072788354	0.00773684210526316	0.110941769316909	0.00690145576707727	0.00097424412094065	1.39977603583427e-05
PD50745_24_branch_snp	0.00127107368421053	0.554289431578947	0.000261642105263158	0.420965726315789	0.00186526315789474	0.0026384	0.0187001263157895	5.05263157894737e-06	3.28421052631579e-06
PD50745_25_branch_snp	0.00866585067319461	0.475578947368421	0.00394981640146879	0.482641370869033	0.0122827417380661	0.00881640146878825	0.00803549571603427	1.34638922888617e-05	1.59118727050184e-05
PD50745_3_branch_snp	0.00647499832950977	0.707266409782391	0.00203256342294585	0.246809630933024	0.0125842706639642	0.0235928458471613	0.0012201260663296	1.12256943671069e-05	7.92926030692474e-06
PD50745_4_branch_snp	0.00363654736842105	0.629402610526316	0.000487073684210526	0.353104421052632	0.00125204210526316	0.00748277894736842	0.00462298947368421	1.01894736842105e-05	1.34736842105263e-06
PD50745_5_branch_snp	0.00214930526315789	0.655721936842105	0.000618189473684211	0.333130021052632	0.00369061052631579	0.00277802105263158	0.00189574736842105	6.23157894736842e-06	9.93684210526316e-06
PD50745_6_branch_snp	0.147144647332617	0.47733619763695	0.000252148227712138	0.155149659863946	0.0083062119584676	0.210137755102041	0.00151109917651271	0.000154672395273899	7.60830648048693e-06
PD50745_7_branch_snp	0.227046153846154	0.461263157894737	0.0026331983805668	0.169342510121457	0.0350591093117409	0.0799821862348178	0.0232663967611336	0.0012	0.000207287449392713
PD50745_8_branch_snp	0.0735365278868814	0.526860958366064	0.00339827179890024	0.146641005498822	0.0135805184603299	0.22183189316575	0.0139324430479183	0.00017910447761194	3.92772977219167e-05
PD50745_9_branch_snp	0.143037851037851	0.640897628687102	0.000288670393933552	0.0818404986826039	0.00115236809973652	0.10694788252683	0.0257880598933231	4.31848852901484e-05	3.85579332947754e-06
PD50746_14_branch_snp	0.101691873684211	0.565493136842105	0.00193532631578947	0.183032926315789	0.00837288421052632	0.131156884210526	0.00796387368421053	0.000344505263157895	8.58947368421053e-06
PD50746_15_branch_snp	0.0167231763619575	0.605938319482918	0.00563324099722992	0.338438411819021	0.00337654662973223	0.0242075715604801	0.00559704524469067	6.13111726685134e-05	2.43767313019391e-05
PD50746_1_branch_snp	0.0430461473684211	0.451055578947368	0.0009712	0.225685894736842	0.000872252631578947	0.180122694736842	0.0979247157894737	0.0003184	3.11578947368421e-06
PD50746_2_branch_snp	0.146413654242367	0.172391178123244	0.00051816819629144	0.301301367297247	0.0191477804832366	0.345675032777674	0.0144572017231691	6.6679153399513e-05	2.89380033714179e-05
PD50746_5_branch_snp	0.136962021052632	0.567741389473684	0.000902231578947368	0.225461136842105	0.000924884210526316	0.0656222315789474	0.00234795789473684	2.91368421052632e-05	9.01052631578947e-06
PD50746_6_branch_snp	0.0395642947368421	0.702847410526316	0.00708185263157895	0.192114947368421	0.00697970526315789	0.0488958315789474	0.00239823157894737	0.000110315789473684	7.41052631578947e-06
PD50746_7_branch_snp	0.229859180393732	0.356568099638409	0.00228445158698272	0.0965982322217758	0.000981418240257131	0.310231518682202	0.00271765769385295	0.000742969063881077	1.64724789071916e-05
PD50746_8_branch_snp	0.0162848	0.666707115789474	0.00850206315789474	0.296377684210526	0.000996884210526316	0.00917861052631579	0.00144943157894737	0.0004976	5.81052631578947e-06
PD50747_10_branch_snp	0.00105608421052632	0.710321768421053	0.00212505263157895	0.280714273684211	0.00474475789473684	0.000335326315789474	6.02105263157895e-05	5.38947368421053e-06	0.000637136842105263
PD50747_11_branch_snp	0.00413692631578947	0.600393768421053	0.0692943157894737	0.321470063157895	0.00229566315789474	0.00175073684210526	6.12210526315789e-05	9.43157894736842e-06	0.000587873684210526
PD50747_12_branch_snp	0.000633178947368421	0.745466947368421	0.0154408421052632	0.236858357894737	0.000849431578947368	0.0006208	2.10526315789474e-05	5.13684210526316e-06	0.000104252631578947
PD50747_15_branch_snp	0.000800673684210526	0.447462736842105	0.00612791578947368	0.0732679578947368	0.000838231578947368	0.000244463157894737	5.18736842105263e-05	1.39789473684211e-05	0.471192168421053
PD50747_16_branch_snp	0.0650497684210526	0.7034336	0.00910492631578947	0.165650189473684	0.0172623157894737	0.00693852631578947	7.35157894736842e-05	5.89473684210526e-05	0.0324282105263158
PD50747_1_branch_snp	0.0876113360323887	0.608683863504916	0.00205899363794101	0.249833661075766	0.0218757663389242	0.00194193175245807	0.00830306535569693	1.85078079814922e-05	0.0196728744939271
PD50747_20_branch_snp	0.000795957894736842	0.739110484210526	0.00279654736842105	0.254548378947368	0.00168597894736842	0.00031898947368421	7.42736842105263e-05	8.92631578947368e-06	0.000660463157894737
PD50747_23_branch_snp	0.0008448	0.725601347368421	0.00213793684210526	0.269738105263158	0.000687494736842105	0.000282863157894737	8.85052631578947e-05	5.22105263157895e-06	0.000613726315789474
PD50747_2_branch_snp	0.00988990332975295	0.61949462943072	0.00934747583243824	0.257283566058002	0.0257056928034372	0.00236842105263158	0.000269602577873255	6.71321160042965e-05	0.0755735767991407
PD50747_3_branch_snp	0.0483523972385838	0.72548533789347	0.0266811070998797	0.183515358794097	0.00531635949078472	0.00901969725758439	0.000142630945595035	2.10272974855912e-05	0.00146608398251948
PD50747_4_branch_snp	0.0212893128952728	0.788942008789795	0.00514052953156823	0.146364669310751	0.0238893772108479	0.0133673491263801	0.000275270661378497	3.6016722049523e-05	0.000695465751956265
PD50747_5_branch_snp	0.0865103327714304	0.808278204407817	0.00976737216707249	0.0633561840544422	0.00833514390959605	0.0226898919897609	0.000126865205718924	0.00032964974714366	0.000606355747018793
PD50747_6_branch_snp	0.00914122105263158	0.647512505263158	0.00161364210526316	0.313867031578947	0.0143982315789474	0.00850383157894737	0.000322189473684211	1.85263157894737e-05	0.00462282105263158
PD50747_7_branch_snp	0.00081178947368421	0.653506778947368	0.00799191578947368	0.3352288	0.00117002105263158	0.0005936	0.000163536842105263	5.81052631578947e-06	0.000527747368421053
PD50747_8_branch_snp	0.00262484210526316	0.666452126315789	0.00319890526315789	0.321166484210526	0.000886905263157895	0.00505936842105263	0.000225936842105263	1.41473684210526e-05	0.000371284210526316
PD50747_9_branch_snp	0.00313456842105263	0.6066688	0.00188496842105263	0.377806568421053	0.00737692631578947	0.00225305263157895	7.35157894736842e-05	1.28e-05	0.0007888
